id	isolate	country	continent	group	region	state	species	year	source	detailed_source	location	comments	date_entered	datestamp	clpA	clpX	nifS	pepX	pyrG	recG	rplB	uvrA	ST (MLST)
3494	M3_Iscap	Canada	North America	ontario	Toronto	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"43.676, -79.336"	All M isolates from the same tick	2022-12-16	2022-12-16	8	1	1	1	4	1	1	7	639
3495	N_Iscap	Canada	North America	ontario	Perth	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.899, -76.249"		2022-12-16	2022-12-16	4	1	1	1	1	6	1	7	3
3496	O1_Iscap	Canada	North America	ontario	Perth	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.899, -76.249"	All O isolates from the same tick	2022-12-16	2022-12-16	4	4	3	3	3	3	3	3	19
3497	O2_Iscap	Canada	North America	ontario	Perth	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.899, -76.249"	All O isolates from the same tick	2022-12-16	2022-12-16	4	4	3	3	3	3	3	3	19
3498	P1_Iscap	Canada	North America	ontario	Havelock	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.387, -77.89"	All P isolates from the same tick	2022-12-16	2022-12-16	25	4	3	16	3	21	1	2	57
3499	P2_Iscap	Canada	North America	ontario	Havelock	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.387, -77.89"	All P isolates from the same tick	2022-12-16	2022-12-16	25	4	3	16	3	21	1	2	57
3500	P3_Iscap	Canada	North America	ontario	Havelock	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.387, -77.89"	All P isolates from the same tick	2022-12-16	2022-12-16	25	4	3	16	3	21	1	2	57
3501	Q1_Iscap	Canada	North America	ontario	Havelock	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.387, -77.89"	All Q isolates from the same tick	2022-12-16	2022-12-16	4	1	1	1	1	6	1	7	3
3502	Q2_Iscap	Canada	North America	ontario	Havelock	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.387, -77.89"	All Q isolates from the same tick	2022-12-16	2022-12-16	4	1	1	1	1	6	1	7	3
3503	Q3_Iscap	Canada	North America	ontario	Havelock	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.387, -77.89"	All Q isolates from the same tick	2022-12-16	2022-12-16	4	1	1	1	1	6	1	7	3
3504	R1_Iscap	Canada	North America	ontario		Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis		All R isolates from the same tick	2022-12-16	2022-12-16	7	6	6	1	1	5	5	5	18
3505	R3_Iscap	Canada	North America	ontario		Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis		All R isolates from the same tick	2022-12-16	2022-12-16	7	6	6	1	1	5	5	5	18
3506	S_Iscap	Canada	North America	ontario	Seeley's Bay	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"44.478, -76.235"		2022-12-16	2022-12-16	10	5	4	6	1	15	1	6	36
3507	T1_Iscap	Canada	North America	ontario	Sundridge	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"45.777, -79.385"	All T isolates from the same tick	2022-12-16	2022-12-16	1	1	1	1	1	1	1	1	1
3508	T2_Iscap	Canada	North America	ontario	Sundridge	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"45.777, -79.385"	All T isolates from the same tick	2022-12-16	2022-12-16	1	1	1	1	1	1	1	1	1
3509	T3_Iscap	Canada	North America	ontario	Sundridge	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"45.777, -79.385"	All T isolates from the same tick	2022-12-16	2022-12-16	1	1	1	1	1	1	1	1	1
3510	U1_Iscap	Canada	North America	ontario	Burlington	Ontario	Borrelia burgdorferi sensu stricto	2019	tick	Ixodes scapularis	"43.408, -79.785"		2022-12-16	2022-12-16	10	5	4	6	1	6	1	6	9
978	PEI05-15	Canada	North America	nb_pei_ns	Georgetown	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	10	1	4	6	1	6	1	6	316
979	PEI05-20	Canada	North America	nb_pei_ns	Souris	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	10	5	4	6	1	15	1	6	36
980	PEI05-30	Canada	North America	nb_pei_ns	Souris	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	10	5	4	6	1	6	1	6	9
982	PEI06-23	Canada	North America	nb_pei_ns	Charlottown	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
983	PEI06-27	Canada	North America	nb_pei_ns	Souris	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
984	PEI06-34	Canada	North America	nb_pei_ns	York	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	7	6	6	1	1	5	5	5	18
985	PEI06-37	Canada	North America	nb_pei_ns	East Point	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	3	3	2	2	3	4	4	4	221
986	PEI06-48	Canada	North America	nb_pei_ns	Monticello	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	4	4	3	3	3	3	3	3	19
987	PEI06-49	Canada	North America	nb_pei_ns	Brudenell Point	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
988	PEI06-55	Canada	North America	nb_pei_ns	Souris	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
989	PEI06-56	Canada	North America	nb_pei_ns	Bedeque	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	4	4	3	3	3	3	3	3	19
990	PEI06-67	Canada	North America	nb_pei_ns	Miscouche	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
991	PEI06-84	Canada	North America	nb_pei_ns	Summerside	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	128	3	2	4	3	4	4	4	317
992	PEI06-85	Canada	North America	nb_pei_ns	Souris West	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
993	PEI07-10	Canada	North America	nb_pei_ns	Belmont	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
994	PEI07-24	Canada	North America	nb_pei_ns	Tignish	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
995	PEI07-33b	Canada	North America	nb_pei_ns	New Haven	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
997	PEI07-522	Canada	North America	nb_pei_ns	Gloucester	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	21	1	15	8	1	1	4	7	318
999	PEI07-77	Canada	North America	nb_pei_ns	Belle River	PEI	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	10	5	4	6	1	6	1	6	9
1000	QC05-156	Canada	North America	qc_nf	Laval	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
1367	QC07-344	Canada	North America	qc_nf	Sutton	QC	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"45.10681, -72.615467"		2015-01-29	2015-01-29	21	1	15	8	1	18	4	7	38
1368	QC07-362	Canada	North America	qc_nf	Ile Bizard	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.4902777, -73.9097221"		2015-01-29	2015-01-29	8	1	1	7	1	6	1	10	34
1369	QC07-399	Canada	North America	qc_nf	Wickham	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.759377, -72.499134"		2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
1370	QC07-402	Canada	North America	qc_nf	Laval	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.570347, -73.692032"		2015-01-29	2015-01-29	10	5	75	6	1	15	1	6	238
1371	QC07-484	Canada	North America	qc_nf	Boucherville	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.591374, -73.436374"		2015-01-29	2015-01-29	18	12	1	11	2	15	1	2	29
1372	QC07-493	Canada	North America	qc_nf	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
1373	QC07-565b	Canada	North America	qc_nf	St. Luc	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.344961, -73.309854"		2015-01-29	2015-01-29	8	1	1	1	4	6	1	7	4
1374	QC07-595	Canada	North America	qc_nf	St. Jude	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.774154, -72.988265"		2015-01-29	2015-01-29	10	5	4	6	1	15	1	6	36
1375	QC07-603	Canada	North America	qc_nf	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
1376	QC07-650	Canada	North America	qc_nf	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		2015-01-29	2015-01-29	2	2	1	2	2	2	2	2	16
1377	QC07-723	Canada	North America	qc_nf	Longueuil	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.531273, -73.518087"		2015-01-29	2015-01-29	5	7	5	1	6	1	4	9	11
1378	QC07-755	Canada	North America	qc_nf	St. Hyacinthe	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.626829, -72.94695"		2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
1379	QC07-765	Canada	North America	qc_nf	Dorval	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.438943, -73.739603"		2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
1380	QC07-776	Canada	North America	qc_nf	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		2015-01-29	2015-01-29	3	3	2	4	3	4	4	4	12
1381	QC07-785	Canada	North America	qc_nf	Cowansville	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.207389, -72.748118"		2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
1382	QC07-815	Canada	North America	qc_nf	St. Luc	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.344961, -73.309854"		2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
1383	QC07-819	Canada	North America	qc_nf	Mirabel	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.682125, -74.038365"		2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
1384	QC07-83	Canada	North America	qc_nf	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
1385	QC07-84	Canada	North America	qc_nf	Pierrefonds	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.482147, -73.862213"		2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
1386	QC07-851	Canada	North America	qc_nf	Quebec	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"46.812754, -71.215223"		2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
1387	QC07-908	Canada	North America	qc_nf	Knowlton	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.216716, -72.514769"		2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
1388	QC07-951	Canada	North America	qc_nf	Quebec	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"46.812754, -71.215223"		2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
1389	QC07-1008	Canada	North America	qc_nf	St. Hyacinthe	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.626829, -72.94695"		2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
1390	QC07-1048	Canada	North America	qc_nf	St. Paul-Ile-aux-Noix	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.1333333, -73.2833333"		2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
1391	QC07-1054	Canada	North America	qc_nf	Montreal	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.545447, -73.639076"		2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
1392	QC07-161-5	Canada	North America	qc_nf	Noyan	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.05374, -73.29527"		2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
1393	QC07-175-3	Canada	North America	qc_nf	Henryville	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.14253, -73.20936"		2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
1394	QC07-181-1	Canada	North America	qc_nf	Saint-Valentin	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.13608, -73.32732"		2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
1395	QC07-181-4	Canada	North America	qc_nf	Saint-Valentin	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.13608, -73.32732"		2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
1396	QC07-182-4	Canada	North America	qc_nf	Saint-Valentin	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.13608, -73.32732"		2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
1397	QC07-182-6	Canada	North America	qc_nf	Saint-Valentin	QC	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"45.13608, -73.32732"		2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
1525	F09.51	Canada	North America	qc_nf	Farnham base militaire	QC	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45.30818, -73.01133"		2015-01-29	2015-01-29	1	1	4	6	1	6	1	1	519
1895	QC12a-222	Canada	North America	qc_nf	Farnham	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		2017-02-16	2017-02-16	3	3	2	4	3	4	1	4	643
1896	QC12a-258	Canada	North America	qc_nf	Farnham	Quebec	Borrelia burgdorferi sensu stricto	2012	tick	Ixodes scapularis	"45.28, -72.98"		2017-02-16	2017-02-16	21	1	15	7	1	18	4	10	644
3404	QC13-332	Canada	North America	qc_nf	Mont-Saint Bruno	Quebec	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"45.5504, -73.3184"	SAMN05290099	2022-03-24	2022-03-24	9	1	1	7	1	6	1	10	14
3405	QC13-351	Canada	North America	qc_nf	Mont-Saint Bruno	Quebec	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"45.5504, -73.3184"	SAMN05290100	2022-03-24	2022-03-24	1	1	1	1	1	1	1	1	1
3406	QC13-6	Canada	North America	qc_nf	Mont-Saint Bruno	Quebec	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"45.5504, -73.3184"	SAMN05290101	2022-03-24	2022-03-24	5	5	4	5	5	5	1	6	8
2145	19.1	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.24, -72.97"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2146	25.1	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.06, -73.22"		2018-03-13	2018-03-13	10	5	4	6	1	15	1	6	36
2147	25.4	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.06, -73.22"		2018-03-13	2018-03-13	8	1	1	1	4	6	1	7	4
2148	28.4	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.05, -73.24"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2149	32.1	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.33, -73.04"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2150	33	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White footed mouse	"45.18, -73.35"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2151	35	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White footed mouse	"45.18, -73.35"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2152	42	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.18, -73.35"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2153	60.2	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.27, -73.02"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2154	61	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White footed mouse	"45.1, -72.97"		2018-03-13	2018-03-13	10	5	4	6	1	6	1	6	9
2155	61.2	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White tailed deer	"45.17, -73.04"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2156	85	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.12, -73.21"		2018-03-13	2018-03-13	5	5	4	5	5	5	1	6	8
2157	102	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.12, -73.21"		2018-03-13	2018-03-13	6	1	5	1	1	7	1	19	59
2158	127	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.06, -73.28"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2159	128	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.06, -73.28"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2160	129	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.06, -73.28"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2161	130	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Eastern chipmunk	"45.06, -73.28"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2162	154	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	Red squirrel	"45.18, -73.35"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2163	225	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes scapularis	"45.18, -73.35"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2164	264	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes scapularis	"45.12, -73.21"		2018-03-13	2018-03-13	6	1	5	1	1	7	1	19	59
2165	620	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	animal host	White footed mouse	"45.31, -73.01"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2166	789	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes scapularis	"45.54, -73.46"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2167	802	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes scapularis	"45.23, -73.34"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2168	812	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes scapularis	"45.31, -73.01"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2169	816	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes scapularis	"45.31, -73.01"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2172	AK09.10-002	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	4	4	3	3	3	3	3	3	19
2173	AK09.10-004	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	10	5	4	6	1	15	1	6	36
2174	AK09.10-005	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2175	AK09.10-007	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2176	AK09.10-008	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2177	AK09.10-021	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	10	5	4	6	1	15	1	6	36
2178	AK09.10-037	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	9	1	1	7	1	6	1	10	14
2179	AK09.10-048	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2180	AK09.10-049	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	5	5	4	5	5	5	1	6	8
2181	AK09.10-050	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	1	1	1	1	1	1	1	1	1
2182	AK09.10-051	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	10	5	4	6	1	15	1	6	36
2183	AK09.10-090	Canada	North America	qc_nf	Quebec	Quebec	Borrelia burgdorferi sensu stricto	2009	tick	Ixodes scapularis	"45, -74.65"		2018-03-13	2018-03-13	4	1	1	1	1	6	1	7	3
2194	BP-1	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	7	6	12	1	2	5	5	5	46
2195	BP-10	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	8	1	1	1	4	16	1	7	32
2196	BP-13	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	12	1	1	7	1	6	1	10	52
2197	BP-16	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	18	12	1	11	2	15	1	2	29
2198	BP-17	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	23	1	17	20	2	1	1	10	55
2199	BP-19	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	8	1	1	14	2	6	1	10	48
2200	BP-21	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	23	1	17	20	2	1	1	10	55
2201	BP-25	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	23	1	17	20	2	1	1	10	55
2202	BP-3	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	18	12	1	11	2	15	1	2	29
2203	BP-30	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	7	6	12	1	2	5	5	5	46
2204	BP-34	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	20	4	3	3	3	3	3	3	31
2205	BP-36	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	18	12	1	11	2	15	1	2	29
2206	BP-37	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	18	2	1	2	1	16	4	2	528
2207	BP-42	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	12	1	1	7	1	6	1	10	52
2208	BP-44	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	18	12	1	11	2	15	1	2	29
2209	BP-45	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	18	12	1	11	2	15	1	2	29
2210	BP-47	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	8	1	1	1	4	16	1	7	32
2211	BP-6	Canada	North America	manitoba	Manitoba	Manitoba	Borrelia burgdorferi sensu stricto	2006	tick	Ixodes scapularis	"49, -95.23"		2018-03-13	2018-03-13	20	4	3	3	3	3	3	3	31
